id,semantic_groups,preflabel,name,synonyms,description
HGNC:1631,GENE,CD163,CD163 molecule,M130|MM130|SCARI1,"The protein encoded by this gene is a member of the scavenger receptor cysteine-rich (SRCR) superfamily, and is exclusively expressed in monocytes and macrophages. It functions as an acute phase-regulated receptor involved in the clearance and endocytosis of hemoglobin/haptoglobin complexes by macrophages, and may thereby protect tissues from free hemoglobin-mediated oxidative damage. This protein may also function as an innate immune sensor for bacteria and inducer of local inflammation. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]."
HGNC:44358,GENE,RAMP2-AS1,RAMP2 antisense RNA 1,NA,NA
HGNC:6924,GENE,LAPTM4A,lysosomal protein transmembrane 4 alpha,HUMORF13|LAPTM4|MBNT|Mtrp,"This gene encodes a protein that has four predicted transmembrane domains. The function of this gene has not yet been determined; however, studies in the mouse homolog suggest a role in the transport of small molecules across endosomal and lysosomal membranes. [provided by RefSeq, Jul 2008]."
HGNC:13747,GENE,DLEU1,deleted in lymphocytic leukemia 1,BCMS|BCMS1|DLB1|DLEU2|LEU1|LEU2|LINC00021|NCRNA00021|XTP6,NA
HGNC:9583,GENE,PTBP1,polypyrimidine tract binding protein 1,HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB,"This gene belongs to the subfamily of ubiquitously expressed heterogeneous nuclear ribonucleoproteins (hnRNPs). The hnRNPs are RNA-binding proteins and they complex with heterogeneous nuclear RNA (hnRNA). These proteins are associated with pre-mRNAs in the nucleus and appear to influence pre-mRNA processing and other aspects of mRNA metabolism and transport. While all of the hnRNPs are present in the nucleus, some seem to shuttle between the nucleus and the cytoplasm. The hnRNP proteins have distinct nucleic acid binding properties. The protein encoded by this gene has four repeats of quasi-RNA recognition motif (RRM) domains that bind RNAs. This protein binds to the intronic polypyrimidine tracts that requires pre-mRNA splicing and acts via the protein degradation ubiquitin-proteasome pathway. It may also promote the binding of U2 snRNP to pre-mRNAs. This protein is localized in the nucleoplasm and it is also detected in the perinucleolar structure. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]."
HGNC:8546,GENE,P4HA1,prolyl 4-hydroxylase subunit alpha 1,P4HA,"This gene encodes a component of prolyl 4-hydroxylase, a key enzyme in collagen synthesis composed of two identical alpha subunits and two beta subunits. The encoded protein is one of several different types of alpha subunits and provides the major part of the catalytic site of the active enzyme. In collagen and related proteins, prolyl 4-hydroxylase catalyzes the formation of 4-hydroxyproline that is essential to the proper three-dimensional folding of newly synthesized procollagen chains. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]."
HGNC:1771,GENE,CDK2,cyclin dependent kinase 2,CDKN2|p33(CDK2),"This gene encodes a member of a family of serine/threonine protein kinases that participate in cell cycle regulation. The encoded protein is the catalytic subunit of the cyclin-dependent protein kinase complex, which regulates progression through the cell cycle. Activity of this protein is especially critical during the G1 to S phase transition. This protein associates with and regulated by other subunits of the complex including cyclin A or E, CDK inhibitor p21Cip1 (CDKN1A), and p27Kip1 (CDKN1B). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]."
HGNC:1505,GENE,CASP4,caspase 4,ICE(rel)II|ICEREL-II|ICH-2|Mih1|Mih1/TX|TX,"This gene encodes a protein that is a member of the cysteine-aspartic acid protease (caspase) family. Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis. Caspases exist as inactive proenzymes composed of a prodomain and a large and small protease subunit. Activation of caspases requires proteolytic processing at conserved internal aspartic residues to generate a heterodimeric enzyme consisting of the large and small subunits. This caspase is able to cleave and activate its own precursor protein, as well as caspase 1 precursor. When overexpressed, this gene induces cell apoptosis. Alternative splicing results in transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008]."
HGNC:30057,GENE,GPR171,G protein-coupled receptor 171,H963,NA
HGNC:3049,GENE,DSG2,desmoglein 2,CDHF5|HDGC,"This gene encodes a member of the desmoglein family and cadherin cell adhesion molecule superfamily of proteins. Desmogleins are calcium-binding transmembrane glycoprotein components of desmosomes, cell-cell junctions between epithelial, myocardial, and other cell types. The encoded preproprotein is proteolytically processed to generate the mature glycoprotein. This gene is present in a gene cluster with other desmoglein gene family members on chromosome 18. Mutations in this gene have been associated with arrhythmogenic right ventricular dysplasia, familial, 10. [provided by RefSeq, Jan 2016]."
HGNC:27254,GENE,TMEM30B,transmembrane protein 30B,CDC50B,NA
HGNC:14654,GENE,PARVG,parvin gamma,NA,"Members of the parvin family, including PARVG, are actin-binding proteins associated with focal contacts.[supplied by OMIM, Aug 2004]."
HGNC:14051,GENE,MRPS6,mitochondrial ribosomal protein S6,C21orf101|MRP-S6|RPMS6|S6mt,"Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S6P family. Pseudogenes corresponding to this gene are found on chromosomes 1p and 12q. [provided by RefSeq, Jul 2008]."
HGNC:4381,GENE,GNA13,G protein subunit alpha 13,G13,NA
HGNC:21573,GENE,SLC18B1,solute carrier family 18 member B1,C6orf192|dJ55C23.6,"This gene encodes a protein, which has high sequence similarity to rat, xenopus and zebrafish proteins. The protein function is unknown. [provided by RefSeq, Jul 2008]."
HGNC:12785,GENE,WNT6,Wnt family member 6,NA,"The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It is overexpressed in cervical cancer cell line and strongly coexpressed with another family member, WNT10A, in colorectal cancer cell line. The gene overexpression may play key roles in carcinogenesis. This gene and the WNT10A gene are clustered in the chromosome 2q35 region. The protein encoded by this gene is 97% identical to the mouse Wnt6 protein at the amino acid level. [provided by RefSeq, Jul 2008]."
HGNC:9666,GENE,PTPRC,protein tyrosine phosphatase receptor type C,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,"The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitosis, and oncogenic transformation. This PTP contains an extracellular domain, a single transmembrane segment and two tandem intracytoplasmic catalytic domains, and thus is classified as a receptor type PTP. This PTP has been shown to be an essential regulator of T- and B-cell antigen receptor signaling. It functions through either direct interaction with components of the antigen receptor complexes, or by activating various Src family kinases required for the antigen receptor signaling. This PTP also suppresses JAK kinases, and thus functions as a regulator of cytokine receptor signaling. Alternatively spliced transcripts variants of this gene, which encode distinct isoforms, have been reported. [provided by RefSeq, Jun 2012]."
HGNC:3620,GENE,FCGR3B,Fc fragment of IgG receptor IIIb,CD16|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb,"The protein encoded by this gene is a low affinity receptor for the Fc region of gamma immunoglobulins (IgG). The encoded protein acts as a monomer and can bind either monomeric or aggregated IgG. This gene may function to capture immune complexes in the peripheral circulation. Several transcript variants encoding different isoforms have been found for this gene. A highly-similar gene encoding a related protein is also found on chromosome 1. [provided by RefSeq, Aug 2012]."
HGNC:10888,GENE,SIX2,SIX homeobox 2,NA,"This gene is a member of the vertebrate gene family which encode proteins homologous to the Drosophila 'sine oculis' homeobox protein. The encoded protein is a transcription factor which, like other members of this gene family, may be involved in limb or eye development. [provided by RefSeq, Dec 2008]."
HGNC:6780,GENE,MAFF,MAF bZIP transcription factor F,U-MAF|hMafF,"The protein encoded by this gene is a basic leucine zipper (bZIP) transcription factor that lacks a transactivation domain. It is known to bind the US-2 DNA element in the promoter of the oxytocin receptor (OTR) gene and most likely heterodimerizes with other leucine zipper-containing proteins to enhance expression of the OTR gene during term pregnancy. The encoded protein can also form homodimers, and since it lacks a transactivation domain, the homodimer may act as a repressor of transcription. This gene may also be involved in the cellular stress response. Multiple transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jun 2009]."
HGNC:25625,GENE,OLAH,oleoyl-ACP hydrolase,AURA1|SAST|TE2|THEDC1,NA
HGNC:13945,GENE,GPSM3,G protein signaling modulator 3,AGS4|C6orf9|G18|G18.1a|G18.1b|G18.2|NG1,NA
HGNC:5362,GENE,ID3,"inhibitor of DNA binding 3, HLH protein",HEIR-1|bHLHb25,"The protein encoded by this gene is a helix-loop-helix (HLH) protein that can form heterodimers with other HLH proteins. However, the encoded protein lacks a basic DNA-binding domain and therefore inhibits the DNA binding of any HLH protein with which it interacts. [provided by RefSeq, Aug 2011]."
HGNC:1705,GENE,CD86,CD86 molecule,B7-2|B7.2|B70|CD28LG2|LAB72,"This gene encodes a type I membrane protein that is a member of the immunoglobulin superfamily. This protein is expressed by antigen-presenting cells, and it is the ligand for two proteins at the cell surface of T cells, CD28 antigen and cytotoxic T-lymphocyte-associated protein 4. Binding of this protein with CD28 antigen is a costimulatory signal for activation of the T-cell. Binding of this protein with cytotoxic T-lymphocyte-associated protein 4 negatively regulates T-cell activation and diminishes the immune response. Alternative splicing results in several transcript variants encoding different isoforms.[provided by RefSeq, May 2011]."
